['1' '0' '0' '2' '64' '600' '2']
['0' '2' '0' '3' '69' '247' '5']
['1' '1' '1' '0' '86' '3500' '2']
['0' '4' '1' '2' '64' '1245' '2']
['0' '4' '1' '4' '79' '66' '5']
['1' '4' '1' '1' '71' '160' '8']
['0' '4' '1' '4' '80' '166' '9']
['1' '4' '1' '0' '55' '25' '6']
['1' '4' '1' '0' '66' '308' '3']
['1' '4' '1' '0' '75' '52' '5']
['1' '4' '1' '4' '55' '3000' '3']
['1' '4' '1' '0' '67' '1000' '8']
['0' '4' '1' '0' '76' '1000' '5']
['0' '0' '1' '4' '69' '270' '2']
['1' '0' '1' '1' '56' '210' '6']
['1' '0' '1' '1' '64' '105' '2']
['0' '0' '1' '1' '69' '16' '3']
['1' '0' '1' '4' '61' '240' '2']
['0' '0' '1' '4' '68' '780' '2']
['0' '0' '1' '0' '87' '3500' '3']
['1' '0' '1' '2' '64' '600' '3']
['1' '0' '1' '0' '80' '13' '9']
['1' '0' '1' '4' '63' '1750' '5']
['1' '0' '1' '2' '86' '1000' '9']
['1' '0' '1' '1' '56' '850' '6']
['1' '0' '1' '0' '87' '3500' '3']
['1' '2' '0' '4' '59' '28' '8']
['1' '1' '1' '1' '66' '550' '6']
['1' '1' '1' '1' '55' '1200' '6']
['1' '1' '1' '0' '72' '460' '6']
['1' '1' '1' '1' '73' '430' '3']
['1' '1' '1' '2' '85' '35' '3']
['1' '1' '1' '1' '76' '38' '5']
['1' '1' '1' '3' '75' '7' '5']
['1' '2' '1' '4' '81' '160' '9']
['0' '2' '0' '1' '71' '186' '2']
['1' '2' '1' '0' '81' '280' '3']
['0' '2' '1' '1' '79' '420' '2']
['1' '2' '1' '0' '60' '134' '3']
['1' '2' '1' '2' '59' '200' '10']
['1' '2' '1' '4' '61' '2200' '10']
['1' '2' '1' '2' '71' '91' '3']
['1' '2' '1' '4' '88' '2' '7']
['1' '2' '1' '1' '66' '101' '7']
['1' '2' '1' '0' '85' '33' '2']
['1' '2' '1' '0' '85' '33' '0']
['0' '2' '1' '0' '85' '33' '6']
['1' '2' '1' '0' '85' '33' '5']
['0' '1' '1' '3' '69' '300' '3']
['0' '1' '1' '0' '76' '1400' '5']
['1' '0' '0' '4' '55' '970' '3']
['1' '0' '0' '0' '56' '162' '3']
['1' '4' '1' '0' '83' '36' '5']
['1' '2' '1' '2' '77' '184' '3']
['0' '2' '1' '1' '90' '31' '2']
['0' '2' '0' '4' '60' '600' '2']
['1' '2' '0' '0' '61' '500' '2']
['0' '2' '1' '1' '74' '500' '2']
['1' '2' '1' '0' '76' '1400' '6']
['1' '4' '0' '1' '63' '19' '6']
['0' '1' '0' '4' '55' '760' '6']
['1' '4' '1' '0' '58' '2500' '8']
['1' '4' '1' '1' '70' '550' '2']
['1' '4' '1' '2' '78' '660' '5']
['0' '4' '1' '4' '81' '500' '9']
['1' '4' '1' '4' '60' '500' '5']
['1' '4' '1' '2' '63' '91' '5']
['0' '4' '1' '1' '78' '40' '8']
['1' '0' '1' '4' '80' '12' '6']
['1' '0' '1' '0' '58' '2200' '3']
['1' '0' '1' '2' '59' '230' '9']
['0' '0' '1' '4' '82' '210' '5']
['1' '0' '1' '1' '57' '900' '3']
['1' '0' '1' '2' '57' '210' '6']
['1' '0' '1' '1' '78' '129' '6']
['1' '0' '1' '2' '55' '1060' '2']
['1' '0' '1' '2' '83' '400' '6']
['1' '0' '1' '2' '83' '400' '8']
['1' '0' '1' '4' '84' '630' '6']
['1' '0' '1' '2' '78' '650' '10']
['1' '1' '1' '4' '77' '210' '2']
['1' '1' '1' '1' '81' '330' '3']
['0' '1' '1' '3' '80' '12' '2']
['1' '1' '1' '0' '62' '2100' '5']
['1' '1' '1' '2' '83' '400' '5']
['1' '2' '1' '1' '92' '37' '3']
['1' '2' '1' '4' '83' '240' '0']
['1' '2' '1' '4' '82' '240' '6']
['0' '2' '1' '4' '82' '240' '5']
['1' '2' '1' '4' '82' '240' '3']
['1' '2' '1' '4' '82' '240' '7']
['0' '2' '1' '4' '82' '240' '10']
['1' '2' '1' '0' '77' '1300' '6']
['0' '2' '1' '0' '77' '1300' '8']
['1' '2' '1' '0' '77' '1300' '5']
['1' '2' '1' '0' '77' '1300' '0']
['1' '2' '1' '0' '77' '1300' '3']
['0' '0' '0' '4' '78' '19' '2']
['1' '0' '0' '2' '69' '120' '2']
['1' '2' '1' '1' '88' '10' '5']
['1' '2' '0' '1' '61' '470' '9']
['1' '0' '1' '2' '76' '210' '6']
['1' '0' '1' '0' '69' '28' '5']
['1' '2' '0' '0' '88' '6' '2']
['0' '4' '1' '2' '86' '1100' '2']
['1' '4' '1' '0' '73' '130' '9']
['0' '4' '1' '2' '78' '730' '10']
['1' '4' '1' '2' '76' '230' '9']
['0' '4' '1' '2' '75' '14' '5']
['1' '4' '1' '3' '70' '10' '3']
['0' '4' '1' '2' '64' '1300' '3']
['1' '4' '1' '1' '55' '170' '2']
['1' '4' '1' '0' '80' '74' '8']
['1' '4' '1' '4' '74' '38' '3']
['0' '4' '1' '0' '76' '1000' '3']
['1' '4' '1' '1' '60' '500' '2']
['1' '0' '1' '1' '55' '15' '2']
['1' '0' '1' '2' '59' '1500' '3']
['1' '0' '1' '1' '87' '61' '10']
['1' '0' '1' '4' '55' '40' '6']
['1' '0' '1' '0' '55' '350' '2']
['0' '0' '1' '0' '61' '57' '8']
['1' '0' '1' '4' '55' '1100' '9']
['1' '0' '1' '4' '59' '700' '3']
['1' '0' '1' '0' '72' '500' '6']
['1' '0' '1' '4' '61' '530' '10']
['1' '0' '1' '0' '61' '1100' '8']
['1' '1' '1' '2' '82' '400' '3']
['1' '1' '1' '0' '66' '180' '8']
['0' '1' '1' '4' '98' '1300' '5']
['1' '1' '1' '0' '66' '4' '9']
['0' '1' '1' '1' '88' '5' '3']
['1' '1' '1' '2' '76' '290' '3']
['1' '1' '1' '2' '86' '1100' '2']
['1' '1' '1' '2' '86' '1100' '3']
['0' '1' '1' '2' '86' '1100' '8']
['0' '1' '1' '2' '86' '1100' '2']
['0' '1' '1' '2' '86' '1100' '5']
['0' '1' '1' '0' '81' '88' '3']
['0' '1' '1' '2' '76' '340' '10']
['1' '0' '1' '1' '81' '320' '8']
['1' '0' '1' '0' '87' '3750' '3']
['1' '1' '1' '4' '82' '260' '5']
['0' '1' '0' '2' '55' '54' '7']
['1' '1' '0' '2' '55' '200' '6']
['0' '4' '1' '4' '76' '210' '2']
['0' '4' '1' '2' '86' '1200' '2']
['1' '2' '1' '2' '79' '38' '5']
['1' '2' '1' '4' '58' '21' '0']
['1' '2' '1' '1' '80' '12' '8']
['0' '2' '1' '2' '78' '700' '6']
['0' '2' '1' '2' '73' '44' '6']
['1' '2' '1' '4' '82' '360' '8']
['1' '2' '1' '1' '85' '130' '8']
['1' '2' '1' '1' '84' '31' '3']
['1' '2' '1' '2' '76' '350' '0']
['0' '2' '1' '1' '85' '86' '10']
['1' '2' '1' '4' '61' '49' '3']
['0' '2' '1' '4' '79' '29' '3']
['1' '2' '1' '0' '60' '200' '8']
['1' '4' '1' '0' '72' '700' '5']
['1' '4' '1' '0' '72' '700' '0']
['0' '4' '0' '2' '64' '1400' '10']
['1' '1' '0' '3' '63' '57' '8']
['1' '2' '1' '0' '78' '370' '10']
['1' '2' '1' '0' '74' '900' '5']
['0' '2' '0' '4' '74' '111' '10']
['1' '1' '1' '4' '77' '230' '10']
['0' '4' '1' '4' '72' '410' '2']
['0' '4' '1' '3' '74' '1440' '5']
['1' '4' '1' '0' '57' '213' '8']
['0' '4' '1' '4' '88' '11' '5']
['1' '4' '1' '4' '83' '63' '2']
['0' '4' '1' '2' '61' '57' '2']
['1' '4' '1' '0' '55' '98' '8']
['1' '4' '1' '0' '64' '144' '6']
['0' '4' '1' '1' '74' '13' '8']
['1' '4' '1' '2' '66' '25' '8']
['1' '4' '1' '4' '61' '570' '6']
['1' '4' '1' '1' '72' '730' '3']
['0' '0' '1' '4' '82' '385' '10']
['1' '0' '1' '0' '77' '137' '2']
['1' '0' '1' '1' '62' '94' '0']
['1' '0' '1' '4' '55' '1150' '6']
['0' '0' '1' '0' '87' '3800' '5']
['0' '0' '1' '0' '88' '41' '3']
['0' '0' '1' '1' '60' '660' '5']
['1' '0' '0' '1' '78' '32' '2']
['1' '0' '1' '4' '61' '528' '8']
['0' '0' '1' '1' '90' '1830' '2']
['0' '0' '1' '4' '82' '1100' '6']
['0' '0' '1' '0' '87' '3860' '2']
['0' '0' '1' '4' '72' '43' '6']
['0' '0' '1' '0' '86' '84' '0']
['1' '1' '1' '0' '60' '26' '8']
['0' '1' '1' '1' '67' '540' '0']
['0' '1' '1' '1' '79' '161' '0']
['0' '1' '1' '2' '77' '790' '2']
['0' '1' '1' '4' '82' '464' '6']
['1' '1' '1' '1' '81' '198' '0']
['0' '1' '0' '1' '69' '314' '6']
['1' '3' '1' '0' '56' '78' '6']
['1' '0' '0' '0' '62' '1315' '8']
['1' '0' '0' '2' '67' '13' '3']
['0' '2' '1' '4' '81' '315' '0']
['1' '2' '0' '0' '56' '1670' '8']
['0' '1' '1' '0' '61' '570' '3']
['1' '2' '0' '4' '65' '160' '8']
['1' '2' '0' '1' '73' '415' '5']
['1' '4' '0' '1' '57' '310' '3']
['1' '2' '1' '4' '87' '3950' '8']
['1' '2' '1' '1' '73' '430' '10']
['1' '2' '1' '4' '58' '102' '8']
['1' '2' '1' '2' '55' '147' '2']
['1' '2' '1' '0' '72' '11' '6']
['1' '2' '1' '0' '61' '1185' '6']
['1' '2' '1' '1' '60' '35' '0']
['1' '2' '1' '0' '76' '182' '3']
['1' '2' '1' '4' '65' '27' '6']
['1' '2' '1' '0' '72' '11' '3']
['1' '2' '1' '2' '75' '425' '2']
['1' '2' '1' '0' '61' '75' '8']
['1' '4' '1' '3' '79' '430' '3']
['1' '0' '0' '4' '61' '2450' '10']
['1' '2' '0' '4' '66' '76' '0']
['1' '2' '0' '0' '79' '26' '6']
['1' '1' '0' '4' '73' '129' '9']
['1' '2' '1' '1' '69' '339' '5']
['1' '2' '0' '2' '79' '29' '3']
['1' '2' '0' '2' '56' '270' '0']
['1' '4' '1' '0' '81' '62' '6']
['1' '4' '1' '0' '72' '18' '8']
['0' '4' '1' '4' '73' '460' '3']
['1' '4' '1' '0' '61' '570' '2']
['1' '4' '1' '0' '84' '114' '8']
['0' '4' '1' '3' '80' '300' '6']
['0' '4' '1' '0' '84' '37' '0']
['1' '4' '1' '0' '58' '260' '5']
['1' '4' '1' '4' '56' '1360' '0']
['0' '4' '1' '4' '81' '360' '0']
['1' '4' '1' '4' '63' '59' '6']
['1' '4' '1' '4' '58' '900' '5']
['1' '4' '1' '2' '63' '730' '10']
['0' '4' '1' '0' '93' '17' '5']
['0' '0' '1' '4' '68' '226' '10']
['0' '0' '1' '0' '61' '590' '5']
['1' '0' '1' '2' '70' '100' '8']
['0' '0' '1' '1' '88' '12' '10']
['1' '0' '1' '0' '57' '2470' '10']
['0' '1' '1' '1' '90' '2470' '3']
['1' '1' '1' '4' '88' '6' '8']
['1' '1' '1' '2' '84' '450' '5']
['0' '1' '1' '2' '84' '450' '8']
['1' '1' '1' '2' '84' '450' '10']
['0' '1' '1' '0' '83' '150' '0']
['1' '1' '1' '1' '61' '860' '0']
['1' '1' '1' '4' '70' '29' '2']
['0' '2' '0' '4' '60' '165' '5']
['0' '0' '0' '2' '88' '7' '3']
['0' '2' '1' '1' '90' '1900' '5']
['1' '2' '1' '1' '61' '900' '5']
['1' '2' '0' '4' '61' '61' '2']
['0' '0' '0' '4' '72' '165' '2']
['0' '0' '0' '0' '74' '15' '3']
['1' '0' '1' '1' '89' '24' '6']
['1' '0' '0' '2' '60' '1080' '6']
['1' '2' '1' '0' '65' '23' '10']
['1' '2' '1' '3' '81' '360' '10']
['1' '2' '1' '1' '80' '118' '0']
['0' '2' '1' '4' '63' '1900' '0']
['0' '2' '1' '0' '82' '185' '3']
['1' '2' '1' '1' '73' '384' '6']
['1' '2' '1' '4' '82' '430' '3']
['0' '2' '1' '0' '71' '35' '6']
['1' '1' '1' '4' '62' '39' '3']
['1' '2' '1' '0' '58' '2800' '2']
['0' '2' '1' '1' '86' '108' '8']
['1' '2' '1' '3' '80' '376' '6']
['1' '0' '0' '2' '70' '40' '8']
['0' '2' '1' '1' '90' '1911' '8']
['1' '2' '0' '4' '72' '197' '2']
['1' '1' '0' '0' '62' '85' '2']
['0' '0' '0' '0' '83' '36' '6']
['0' '4' '1' '1' '76' '1500' '6']
['1' '4' '1' '1' '61' '960' '2']
['0' '4' '1' '4' '60' '78' '2']
['0' '4' '1' '1' '73' '90' '0']
['1' '4' '1' '4' '68' '250' '10']
['1' '4' '1' '0' '77' '1000' '0']
['1' '0' '1' '2' '75' '520' '6']
['1' '0' '1' '1' '62' '1000' '6']
['1' '2' '1' '4' '59' '335' '8']
['1' '1' '1' '4' '82' '400' '8']
['0' '4' '1' '3' '58' '1150' '2']
['1' '4' '1' '0' '80' '12' '1']
['1' '4' '1' '0' '65' '720' '1']
['1' '4' '1' '0' '66' '720' '8']
['0' '1' '1' '4' '68' '285' '6']
['1' '0' '1' '4' '67' '470' '2']
['0' '2' '1' '4' '86' '69' '2']
['1' '3' '1' '3' '67' '57' '1']
['1' '4' '1' '4' '86' '4000' '1']
['1' '2' '1' '3' '81' '152' '9']
['1' '1' '1' '1' '73' '1100' '2']
['0' '2' '1' '4' '87' '4000' '8']
['1' '0' '0' '1' '62' '1100' '0']
['1' '0' '0' '2' '59' '1484' '6']
['1' '2' '1' '1' '83' '71' '6']
['0' '2' '1' '1' '73' '1120' '1']
['1' '2' '1' '1' '62' '1120' '8']
['1' '2' '1' '2' '78' '1200' '8']
['0' '2' '1' '4' '63' '1900' '0']
['1' '2' '1' '0' '79' '240' '5']
['1' '4' '1' '4' '72' '223' '1']
['1' '1' '1' '2' '65' '115' '3']
['0' '1' '1' '2' '72' '640' '6']
['1' '1' '1' '3' '80' '378' '0']
['0' '4' '1' '4' '81' '410' '6']
['1' '4' '0' '0' '66' '1300' '9']
['0' '4' '0' '2' '57' '295' '8']
['1' '4' '0' '4' '58' '980' '0']
['1' '2' '0' '1' '73' '128' '6']
['0' '0' '1' '0' '73' '24' '5']
['1' '0' '1' '2' '72' '500' '5']
['1' '0' '1' '3' '61' '56' '6']
['1' '0' '0' '1' '67' '33' '2']
['1' '0' '1' '0' '73' '1182' '3']
['1' '4' '1' '1' '87' '164' '0']
['0' '4' '1' '1' '89' '2000' '8']
['0' '4' '1' '1' '70' '2000' '8']
['1' '4' '1' '4' '57' '109' '0']
['1' '4' '1' '2' '72' '678' '2']
['0' '4' '1' '1' '67' '404' '10']
['0' '4' '1' '0' '88' '43' '8']
['1' '4' '1' '2' '63' '850' '3']
['0' '4' '1' '2' '57' '850' '2']
['0' '4' '1' '2' '57' '274' '0']
['1' '4' '1' '0' '84' '38' '9']
['1' '4' '1' '0' '88' '40' '10']
['1' '4' '1' '1' '62' '1150' '10']
['0' '0' '1' '1' '89' '2000' '6']
['1' '0' '1' '0' '61' '620' '9']
['1' '0' '1' '1' '57' '227' '3']
['0' '0' '1' '1' '85' '168' '6']
['1' '0' '1' '0' '58' '97' '10']
['1' '0' '1' '2' '66' '178' '1']
['1' '0' '1' '1' '57' '120' '2']
['1' '0' '1' '0' '67' '860' '9']
['1' '0' '1' '1' '72' '715' '3']
['1' '0' '1' '2' '74' '715' '10']
['1' '0' '1' '4' '62' '170' '1']
['1' '0' '1' '0' '62' '1400' '2']
['1' '1' '1' '0' '73' '730' '10']
['0' '1' '1' '3' '75' '60' '1']
['1' '1' '1' '0' '85' '93' '3']
['1' '1' '1' '2' '58' '320' '3']
['0' '1' '1' '1' '89' '2015' '3']
['1' '1' '1' '0' '67' '850' '0']
['1' '1' '1' '0' '63' '121' '6']
['1' '1' '1' '2' '56' '1150' '2']
['1' '1' '1' '2' '79' '21' '2']
['1' '1' '1' '3' '59' '69' '10']
['1' '1' '1' '4' '88' '4000' '10']
['1' '1' '1' '4' '58' '1000' '2']
['1' '0' '0' '0' '60' '23' '5']
['1' '4' '0' '1' '64' '700' '5']
['1' '2' '0' '1' '59' '2700' '8']
['1' '2' '1' '1' '72' '730' '2']
['0' '2' '1' '0' '92' '178' '6']
['0' '4' '0' '0' '81' '14' '9']
['1' '2' '1' '4' '81' '430' '4']
['1' '2' '0' '2' '62' '2460' '5']
['0' '2' '0' '3' '68' '280' '8']
['1' '2' '1' '0' '62' '1420' '3']
['1' '2' '1' '4' '62' '2420' '10']
['1' '2' '1' '4' '58' '1010' '0']
['1' '2' '1' '0' '80' '1' '0']
['0' '2' '1' '4' '98' '410' '3']
['1' '2' '1' '1' '63' '1200' '8']
['1' '2' '1' '0' '58' '110' '5']
['1' '2' '1' '0' '62' '140' '5']
['1' '2' '1' '1' '58' '71' '6']
['1' '2' '1' '4' '68' '293' '10']
['1' '2' '0' '4' '73' '21' '0']
['1' '2' '1' '0' '80' '40' '2']
['0' '2' '1' '1' '85' '197' '3']
['1' '2' '1' '0' '73' '1220' '6']
['1' '2' '0' '0' '67' '870' '9']
['1' '2' '0' '0' '66' '268' '3']
['0' '4' '1' '4' '80' '225' '3']
['1' '4' '1' '2' '72' '53' '8']
['0' '4' '1' '1' '55' '800' '6']
['1' '4' '1' '1' '63' '1200' '10']
['1' '4' '1' '0' '66' '1200' '3']
['0' '4' '1' '4' '75' '36' '4']
['1' '4' '1' '2' '69' '320' '9']
['1' '4' '1' '4' '84' '880' '6']
['1' '4' '1' '2' '60' '86' '0']
['1' '4' '1' '0' '63' '1600' '6']
['0' '0' '1' '2' '72' '400' '3']
['1' '0' '1' '2' '60' '23' '3']
['1' '0' '1' '1' '69' '450' '5']
